id;title;author;doi;publication_date;repository_link;repository_name;repo_type;fair_data_repository;grant_number;grant_end_date;grant_end_year;main_discipline_level1;research_area_short;is_open;is_cc;is_gpl;is_odc;is_mit;is_apache;is_public;is_bsd;is_any_open
F5BD0181-6655-4206-906C-00A6E41EB9A9;La Harpe et la Russie;"Clément, Matthieu; Forestier, Elise; Jancik, Gregor; Lovis, Béatrice; Sabatier, Anne-Laure; Tosato-Rigo, Danièle";NA;2019-11-21;http://lumieres.unil.ch/projets/;Lumieres.Lausanne;Repository (not FAIR);FALSE;163860;2019-07-31;2019;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
C8A28656-98DA-4CFD-BEA3-00C3E83C431B;New soft robots really suck: Vacuum-powered systems empower diverse capabilities;"Paik, Jamie; Robertson, Matthew A.";10.1126/scirobotics.aan6357;2017-08-30;https://drive.google.com/open?id=1P20Z8mmYUWRG7ZyAycW6bPGcgGG4Obdz;Other;Other;NA;163292;2018-12-31;2017/18;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
512A9C7B-648C-4F51-8543-00D357E597D5;Exhibiting Film: Challenges of Format;"Engler, Carla Gabriela; Liptay, Fabienne; Walde, Laura";NA;2017-11-01;https://www.exhibitingfilm.ch;Link to paper/supplementary material;Link to paper/supplementary material;NA;175684;2022-03-31;2022;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
3233DADF-99C0-4F28-9E2D-00D3BD5D0134;Khispi Lexicon;Bodt, Timotheus;10.5281/zenodo.1406887;2018-08-31;https://zenodo.org/;Zenodo;Repository (FAIR);TRUE;181779;2020-02-29;2020;Humanities and Social Sciences;SSH;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
7F864799-00D0-44C5-9E5A-00DEFDE3853B;Cell-Penetrating Streptavidin: A General Tool for Bifunctional Delivery with Spatiotemporal Control, Mediated by Transport Systems such as Adaptive Benzopolysulfane Networks;"Cheng, Yangyang; Derivery, Emmanuel; Gonzalez-Gaitan, Marcos; Laurent, Quentin; Lopez-Andarias, Javier; Matile, Stefan; Moreau, Dimitri; Saarbach, Jacques; Sakai, Naomi; Winssinger, Nicolas";10.26037/yareta:v7airh7g7rfrlpa3s7m64unefy;2020-02-20;https://yareta.unige.ch/frontend/archive/d0fded1c-35dd-481a-acb3-f72777f652c5;YARETA;Repository (FAIR);TRUE;175486;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
513E3707-7499-4A53-9ED0-00E243A9C737;"The shark and ray paleodiversity (genera) of Tropical America. Presence “1,"" absence “0"".";"Aguilera, Orangel A.; Carrillo, Juan D.; Carrillo-Briceño, Jorge D.; Sanchez-Villagra, Marcelo R.";NA;2018-07-20;https://dfzljdn9uc3pi.cloudfront.net/2018/5313/1/Table_S4.pdf;Link to paper/supplementary material;Link to paper/supplementary material;NA;174749;2019-05-31;2019;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
2FF0E951-450B-4AAB-84A7-00E448BD13DF;FT24 Savary Pére 5-key tenoroon: measurements, photos, endoscopic video;"Agrell, Donna; Domínguez, Áurea; Graziadio, Giovanni Battista; Onida, Vincenzo";10.5281/zenodo.3270534;2019-07-06;http://doi.org/10.5281/zenodo.3270534;Zenodo;Repository (FAIR);TRUE;173363;2019-09-30;2019;Humanities and Social Sciences;SSH;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
6DEF253D-CB7F-46AB-8BED-0141C77E2ECE;Chromatin fiber invasion and nucleosome displacement by the Rap1 transcription factor\_Figure5e\_2;"Boichenko, Iuliia; Cao, Anne-Marinette; Fierz, Beat; Hovius, Ruud; Kubik, Slawomir; Kurat, Christoph F.; Mivelaz, Maxime; Shore, David; Stachowicz, Anna Maria; Zencir, Sevil";10.5281/zenodo.3269880;NA;https://doi.org/10.5281/zenodo.3269880;Zenodo;Repository (FAIR);TRUE;173169;2021-09-30;2021;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
0F9C9FEC-B2CA-4267-B06C-014C6660420B;Scrutinizing the components of Mindfulness: Insights from current, past and non-meditators;Dandan, Pang;10.17605/osf.io/kcb4d;NA;https://osf.io/kcb4d/;OSF;Repository (FAIR);TRUE;165465;2019-01-31;2019;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
72BD8F45-0ABD-4C75-8DC7-014F087D633A;Actin filament structure from vinculin-induced bundles;Paterski, Rajaa;10.7554/elife.53990;2020-03-18;https://www.ebi.ac.uk/empiar/EMPIAR-10636/;EMDB;Repository (FAIR);TRUE;179418;2022-03-31;2022;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
89F9D53A-6AC7-43D9-A72F-0150862D7E2C;Fluorescent Membrane Tension Probes for Early Endosomes;"Assies, Lea; Matile, Stefan; Mercier, Vincent; Piazzolla, Francesca; Roux, Aurelien; Sakai, Naomi";10.5281/zenodo.4441676;2021-01-15;https://zenodo.org/record/4441676#.YWCgyKCxVR0;Zenodo;Repository (FAIR);TRUE;175486;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
47AB7F6A-10AC-4D22-9D57-0157E3A6FFCF;"Supporting Information for the Journal Article ""Quantum Chemical Roots of Machine-Learning Molecular Similarity Descriptors";"Gugler, Stefan; Reiher, Markus";10.5281/zenodo.7298059;NA;https://zenodo.org/record/7298059;Link to paper/supplementary material;Link to paper/supplementary material;NA;182400;2022-09-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
F77D3906-3590-408C-9137-01581CDD4213;Data for: Gamifying quantitative face-to-face interviews in rural India;"Aubert, A.H.; Friedrich, M.N.D.";10.25678/0002k9;2021-02-01;https://opendata.eawag.ch/dataset/gamifying-quantitative-face-to-face-interviews;Eawag Research Data Institutional Repository;Repository (FAIR);TRUE;173973;2022-12-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
465ADF94-E0E5-4925-90F4-016B3376732E;AIS,reloaded;Loporcaro, Michele;NA;NA;https://www.ais-reloaded.uzh.ch/;Other;Other;NA;162482;2019-09-30;2019;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
88CDB77A-2F62-4AC7-9779-01745291052E;"Data collection for article ""An online platform for spatial and iterative modelling with Bayesian Networks";"Celio, Enrico; Grêt-Regamey, Adrienne; Rabe, Sven-Erik; Robaina, Orencio; Stritih, Ana";10.3929/ethz-b-000462171;2021-08-02;https://doi.org/10.3929/ethz-b-000462171;ETH Research Collection;Repository (FAIR);TRUE;177592;2021-06-30;2021;Biology and Medicine;LS;TRUE;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
C8766C80-57C2-4D0B-BF4E-017A82519688;On-Demand Degradation of Metal–Organic Framework Based on Photocleavable Dianthracene-Based Ligand;"Besnard, Céline; Collet, Guillaume; Lathion, Timothée; Petoud, Stéphane; Piguet, Claude";10.5281/zenodo.3340442;2018-07-31;https://zenodo.org/record/3340442#.XTAffPXP5UQ;Zenodo;Repository (FAIR);TRUE;178758;2022-04-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
28424FA2-C8BA-400F-A5FF-0188FE1F6387;A stromal cell population that inhibits adipogenesis in mammalian fat depots;"Akchiche, Nassila; Alpern, Daniel; Caprara, Christian; Deplancke, Bart; Dong, Hua; Russeil, Julie; Schlaudraff, Kai-Uwe; Schwalie, Petra C.; Soldati, Gianni; Sun, Wenfei; Wolfrum, Christian; Zachara, Magda";NA;2018-07-20;https://www.ebi.ac.uk/arrayexpress/experiments/E-MTAB-5785/;Array Express;Repository (FAIR);TRUE;162735;2018-12-31;2017/18;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
D83B7AF0-97AE-419F-8422-01A5D3C44AFF;SOCOL-AER results simulting aerosol after Pinatubo;Sukhodolov, Timofei;NA;2018-05-11;https://zenodo.org;Zenodo;Repository (FAIR);TRUE;169241;2018-11-30;2017/18;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
6E147952-0B78-4C53-8FAE-01CE9E24D213;Data for SNSF Spark grant CRSK-3_190920: CRISPR-Cas9 gene editing to dissect the molecular mechanisms of rainbow trout antimicrobial peptides (AMPs);Zoppo, Marina;10.25678/0005w3;2022-02-09;https://data.eawag.ch/dataset/edit/data-snsf-spark-grant-crsk-3_190920;Eawag Research Data Institutional Repository;Repository (FAIR);TRUE;190920;2021-12-31;2021;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
48475B88-AF72-400F-96C7-01D1DAA373DB;3D model of widely tunable automated microwave filter cavity;"Joshi, Yash J.; Kippenberg, Tobias J.; Sauerwein, Nick; Uhrich, Philipp; Youssefi, Amir";10.5281/zenodo.4470044;2021-03-01;https://doi.org/10.5281/zenodo.4470044;Zenodo;Repository (FAIR);TRUE;182103;2021-11-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
BFBE6B23-B820-4A90-9CB9-01D6FF38E300;Band gaps of liquid water and hexagonal ice through advanced electronic-structure calculations;Bischoff, Thomas;10.24435/materialscloud:6j-5p;2021-06-28;https://archive.materialscloud.org/record/2021.97;Materials Cloud;Repository (FAIR);TRUE;172524;2022-03-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
A4363506-829B-4B63-91A4-01E774EE91B8;Single-molecule FRET reveals multiscale chromatin dynamics modulated by HP1α-Fig. 1df;"Arya, Gaurav; Boichenko, Iuliia; Bryan, Louise C.; Dimura, Mykola; Doroshenko, Olga; Felekyan, Suren; Fierz, Beat; Kilic, Sinan; Seidel, Claus.A.M.; Vardanyan, Hayk";10.5281/zenodo.1040772;NA;https://doi.org/10.5281/zenodo.1040772;Zenodo;Repository (FAIR);TRUE;173169;2021-09-30;2021;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
1DFB0419-911D-4D0A-B0B6-01F1E6A5220B;Narratives from the Discourse on the Swiss Child and Adult Protection Policy (CAPP) between 2013 and 2016 [Dataset];"Kuenzler, Johanna; Stauffer, Bettina";10.23662/fors-ds-1271-1;NA;https://www.swissubase.ch/en/catalogue/studies/14075/17080/datasets/1271/2064/overview;SWISSUbase;Repository (FAIR);TRUE;177405;2022-10-31;2022;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
A94C371E-CFE2-4D52-A4A7-020379227D1B;The developing impact of verbal labels on visual memories in children.;"Morey, Candice; Overkott, Clara; Souza, Alessandra";10.17605/osf.io/3wesd;NA;https://osf.io/3wesd/;OSF;Repository (FAIR);TRUE;169302;2020-09-30;2020;Humanities and Social Sciences;SSH;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
255F9A3E-C90F-4EB7-A2DA-0209020F5259;AgMIP's global gridded crop model intercomparison (GGCMI) phase II CTWN-A archive: priority 1 outputs from PEPIC rice simulations;Liu, Wenfeng;10.5281/zenodo.2582343;2019-03-03;https://zenodo.org/record/2582343#.Xt4-EzozY-U;Zenodo;Repository (FAIR);TRUE;175096;2019-10-31;2019;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
9BA88F15-27F6-471F-BE5E-023668597617;Data reported in Vergauwe (2018);Vergauwe, Evie;NA;2018-12-14;https://osf.io/6mnwg/;OSF;Repository (FAIR);TRUE;154911;2019-01-31;2019;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
202294D9-0389-4F9A-A9E5-02644D25653B;Raw and derived data set from the study: Magnetic field dependent cycloidal rotation in pristine and Ge-doped CoCr2O4;staub, Urs;10.16907/c15020ae-6c45-41ba-9131-d0ff87bd7010;NA;https://doi.org/10.16907/c15020ae-6c45-41ba-9131-d0ff87bd7010;PSI Public Data Repository;Repository (FAIR);TRUE;169017;2021-03-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;TRUE
4EF06DA2-10B3-4E58-AA49-028065AF1867;Data_FigS4_The ratio of ursodeoxycholyltaurine to 7-oxolithocholyltaurine serves as a biomarker of decreased 11β-hydroxysteroid dehydrogenase 1 activity in mouse;"Birk, Julia; Chapman, Karen E; Klusonova, Petra; Kratschmar, Denise V; Lavery, Gareth G; Odermatt, Alex; Stücheli, Simon; Weingartner, Michael";10.5281/zenodo.4536842;2021-08-30;https://doi.org/10.5281/zenodo.4536842;Zenodo;Repository (FAIR);TRUE;179400;2022-04-30;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
D7BF453D-5AD8-428B-B959-028148CF425D;High-resolution atmospheric CO2 and CH4 records derived from the EPICA Dome C ice core and stable isotope records from marine sediment core IODP Site U1385 covering MIS 9e - 12a;"Bereiter, Bernhard; Chappellaz, Jerome; Fischer, Hubertus; Grilli, Roberto; Hoddell, David; Joos, Fortunat; Nehrbass-Ahles, Christoph; Schilt, Adrian; Schmidely, Loic; Schmitt, Jochen; Shin, Jinwha; Silva, Lucas; Stocker, Thomas; Teste, Gregory";10.1594/pangaea.915146;2020-08-21;https://doi.org/10.1594/PANGAEA.915146;PANGAEA;Repository (FAIR);TRUE;172506;2021-03-31;2021;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
7546FEE6-208F-4BB2-A389-029CC0845430;Concentration of particles larger than 2.5 nm collected during the Arctic Ocean 2018 expedition.;"Baccarini, Andrea; Dommen, Josef; Schmale, Julia";10.17043/ao2018-aerosol-ucpc;2020-08-01;https://doi.org/10.17043/ao2018-aerosol-ucpc;Bolin Centre Database;Repository (FAIR);TRUE;169090;2020-03-31;2020;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
EDDD72DA-FE8C-4B1D-8382-029DB091B064;The mesoSPIM initiative: open-source light-sheet microscopes for imaging cleared tissue;"Bethge, Philipp; Campbell, Robert A. A.; Egolf, Ladan; et al.,; Frézel, Noémie; Haenraets, Karen; Hildebrand, Sven; Hillier, Daniel; Karayannis, Theofanis; Kastli, Rahel; Kirschenbaum, Daniel; Pagès, Stéphane; Perin, Paola; Pizzala, Roberto; Platonova, Evgenia; Renier, Nicolas; Roebroeck, Alard; Roska, Botond; Schaettin, Martina; Schueth, Anna; Stoeckli, Esther T.; Topilko, Thomas; van der Bourg, Alexander; Voigt, Fabian F.; Zeilhofer, Hanns Ulrich";10.1038/s41592-019-0554-0;2019-11-16;http://idr.openmicroscopy.org/webclient/?show=project-854;IDR;Repository (FAIR);TRUE;170269;2020-04-30;2020;Biology and Medicine;LS;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
DE6822A2-2717-473A-B4F9-02A788907DE8;Event-based, Direct Camera Tracking from a Photometric 3D Map using Nonlinear Optimization;"Bryner, Samuel; Gallego, Guillermo; Rebecq, Henri; Scaramuzza, Davide";NA;2019-05-01;http://rpg.ifi.uzh.ch/direct_event_camera_tracking/index.html;Other;Other;NA;155841;2020-10-31;2020;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
9883FA99-CF44-4F96-A10C-02BB9E845273;"Dataset for journal article: ""Acid-base-induced fac -> mer isomerization of luminescent iridium(III) complexes";Gitlina, Anastasia;10.5281/zenodo.7002606;NA;https://zenodo.org/record/7002606#.Y_SaSXYo8Q-;Zenodo;Repository (FAIR);TRUE;181974;2022-12-31;2022;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
6C2DBB92-0FAC-4DA4-8AFC-02E2A2092CF2;10.5281/zenodo.3931977;Wang, Liwei;10.5281/zenodo.3931977;NA;https://zenodo.org/record/3931977#.YcRc8k6ZOUk;Zenodo;Repository (FAIR);TRUE;169986;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
BDD2C4F9-4FA8-430F-A2A9-030065E3671F;Low input RNA sequencing of GPR35-positive and negative intestinal macrophages;Kaya, Berna;NA;2020-06-25;https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE131858;GEO;Repository (FAIR);TRUE;175548;2022-08-31;2022;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
5D91A20E-C92C-4CFF-95F1-03447D22B561;A comparison of eDNA to camera trapping for assessment of terrestrial mammal diversity;Leempoel, Kevin;10.5061/dryad.2547d7wmf;2019-12-09;https://datadryad.org/stash/dataset/doi:10.5061/dryad.2547d7wmf;Dryad;Repository (FAIR);TRUE;175075;2019-02-28;2019;Biology and Medicine;LS;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
0CE60A0F-A39D-4CA4-829B-0345385A31C1;Self-oscillating pump in a topological dissipative atom-cavity system;"Baumgärtner, Alexander; Donner, Tobias; Dreon, Davide; Esslinger, Tilman; Hertlein, Simon; Li, Xiangliang";10.3929/ethz-b-000547966;NA;https://www.research-collection.ethz.ch/handle/20.500.11850/547966?show=full;ETH Research Collection;Repository (FAIR);TRUE;182650;2022-09-30;2022;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
9E1E1338-6811-4BEA-A801-035C30E37A43;Dataset from the Chamau Nitrous Oxide Mitigation Experiment 2015-2016;Fuchs, K;10.13039/501100001711;2018-09-13;http://hdl.handle.net/20.500.11850/289359;ETH Research Collection;Repository (FAIR);TRUE;154245;2018-11-30;2017/18;Mathematics, Natural- and Engineering Sciences;MINT;NA;NA;NA;NA;NA;NA;NA;NA;NA
82B13456-CA99-42E6-9EB2-035F46ECBBDC;Foraminifera metabarcodes;Cordier, Tristan;10.1016/j.pocean.2019.102175;2019-07-12;https://www.ncbi.nlm.nih.gov/bioproject/PRJNA554310/;NCBI;Repository (FAIR);TRUE;179125;2020-10-31;2020;Biology and Medicine;LS;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE
F24F2B17-AEE6-41D9-A8E3-03607B2CF983;envy, Radicalization and Conspiracy;Moncrieff, Michael;10.17605/osf.io/46fcj;2022-11-29;https://osf.io/46fcj/;OSF;Repository (FAIR);TRUE;176781;2022-12-31;2022;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
99DF70F1-5CE3-4036-B5B9-0365A563837A;Macromolecular Structure;Masliah, Gregoire;NA;2018-02-21;https://www.rcsb.org/;RCSB PDB;Repository (FAIR);TRUE;170976;2021-03-31;2021;Interdisciplinary;Interdisciplinary;NA;NA;NA;NA;NA;NA;NA;NA;NA
D25D49D5-C94F-4495-97D3-0373BEB717DA;"Scripts for the publication ""Microphysical investigation of the seeder and feeder region of an Alpine mixed-phase cloud";"Henneberger, Jan; Ramelli, Fabiola";10.5281/zenodo.4645427;NA;https://zenodo.org/record/4645427#.YYkpfmDMK1g;Zenodo;Repository (FAIR);TRUE;175824;2021-09-30;2021;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
485E512C-4460-4C6B-BA72-037EAC5CF2E8;GPR and seismic data for characterizing the ISC rock volume at the Grimsel Test Site;"Amann, Florian; Doetsch, Joseph; Gischig, Valentin; Krietsch, Hannes";10.3929/ethz-b-000420930;2020-01-01;https://www.research-collection.ethz.ch/handle/20.500.11850/420930;ETH Research Collection;Repository (FAIR);TRUE;169894;2020-12-31;2020;Mathematics, Natural- and Engineering Sciences;MINT;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
626FC153-8130-4162-9E14-039DF9629A52;Cryo-electron tomograms of cryo-FIB milled WT dividing E. coli;"Allolio, Christoph; Ananda, Virly Y.; Bernhardt, Thomas G.; Chao, Luke H.; Llopis, Paula Montero; Navarro, Paula P.; Vettiger, Andrea";NA;2022-10-12;https://www.ebi.ac.uk/emdb/EMD-27479;EMDB;Repository (FAIR);TRUE;199252;2022-08-31;2022;Biology and Medicine;LS;NA;NA;NA;NA;NA;NA;NA;NA;NA
0BA45DCC-46D8-4D52-8050-03A69F8DFFF8;Jeux littéraires du Mercure galant et du Mercure de France (XVIIe-XVIIIe siècles);Léchot, Timothée;NA;2019-12-01;http://enigmes-mercure.fr;Enigmes-Mercure;Repository (FAIR);TRUE;180714;2021-01-31;2021;Humanities and Social Sciences;SSH;NA;NA;NA;NA;NA;NA;NA;NA;NA
8F01C75B-EAE3-4775-8327-03B415BD261D;"Research data supporting ""The limitations of extending nature’s color palette in correlated, disordered systems";"Jacucci, Gianni; Schertel, Lukas; Vignolini, Silvia";10.17863/cam.54926;NA;https://doi.org/10.17863/CAM.54926;Apollo - University of Cambridge;Repository (FAIR);TRUE;183998;2020-08-31;2020;Mathematics, Natural- and Engineering Sciences;MINT;FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
42687106-39FB-4B3C-972F-03B52FD05FED;"Data of Fig9, ""The Potential Tumor-Suppressor DHRS7 Inversely Correlates with EGFR Expression in Prostate Cancer Cells and Tumor Samples";"Araya, Selene; Ercan, Caner; Gallon, John; Jenö, Paul; Moser, Seraina O; Odermatt, Alex; Piscuoglio, Salvatore; Stücheli, Simon; Terracciano, Luigi";10.5281/zenodo.6798000;2022-06-23;https://doi.org/10.5281/zenodo.6798000;Zenodo;Repository (FAIR);TRUE;179400;2022-04-30;2022;Biology and Medicine;LS;TRUE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;TRUE
